winner,loser,who_won,score
A. j. Pierzynski,Jason Berken,batter,6
A. j. Pierzynski,Javier Vazquez,batter,6
A. j. Pierzynski,Jeff Stevens,batter,12
A. j. Pierzynski,Jered Weaver,batter,8
A. j. Pierzynski,Jeremy Accardo,batter,3
A. j. Pierzynski,Jeremy Bonderman,batter,6
A. j. Pierzynski,Jeremy Guthrie,batter,3
A. j. Pierzynski,Joakim Soria,batter,10
A. j. Pierzynski,Joe Saunders,batter,6
A. j. Pierzynski,Joe Smith,batter,3
A. j. Pierzynski,Joel Zumaya,batter,6
A. j. Pierzynski,Jon Rauch,batter,5
A. j. Pierzynski,Jose Valverde,batter,3
A. j. Pierzynski,Josh Beckett,batter,18
A. j. Pierzynski,Justin Germano,batter,3
A. j. Pierzynski,Justin Masterson,batter,9
A. j. Pierzynski,Justin Verlander,batter,9
A. j. Pierzynski,Kevin Gregg,batter,12
A. j. Pierzynski,Kevin Millwood,batter,3
A. j. Pierzynski,Kevin Slowey,batter,6
A. j. Pierzynski,Kyle Davies,batter,3
A. j. Pierzynski,Matt Capps,batter,3
A. j. Pierzynski,Max Scherzer,batter,15
A. j. Pierzynski,Merkin Valdez,batter,2
A. j. Pierzynski,Neftali Feliz,batter,6
A. j. Pierzynski,Nick Blackburn,batter,3
A. j. Pierzynski,Phil Coke,batter,6
A. j. Pierzynski,Philip Humber,batter,6
A. j. Pierzynski,Rafael Perez,batter,3
A. j. Pierzynski,Randy Choate,batter,3
A. j. Pierzynski,Randy Wells,batter,12
A. j. Pierzynski,Rich Harden,batter,17
A. j. Pierzynski,Rick Porcello,batter,6
A. j. Pierzynski,Rick Van Den Hurk,batter,6
A. j. Pierzynski,Ricky Nolasco,batter,6
A. j. Pierzynski,Ricky Romero,batter,1
A. j. Pierzynski,Robinson Tejeda,batter,6
A. j. Pierzynski,Ross Ohlendorf,batter,3
A. j. Pierzynski,Ryan Rowland-Smith,batter,6
A. j. Pierzynski,Scott Baker,batter,12
A. j. Pierzynski,Scott Downs,batter,1
A. j. Pierzynski,Scott Feldman,batter,6
A. j. Pierzynski,Ted Lilly,batter,1
A. j. Pierzynski,Tim Hudson,batter,3
A. j. Pierzynski,Tim Wakefield,batter,3
A. j. Pierzynski,Tommy Hanson,batter,9
A. j. Pierzynski,Tommy Hunter,batter,3
A. j. Pierzynski,Trevor Cahill,batter,3
A. j. Pierzynski,Victor Marte,batter,12
A. j. Pierzynski,Zack Greinke,batter,12
A.J. Burnett,A. j. Pierzynski,pitcher,1
A.J. Burnett,Aaron Hill,pitcher,7
A.J. Burnett,Adam Jones,pitcher,25
A.J. Burnett,Adam Laroche,pitcher,1
A.J. Burnett,Adam Lind,pitcher,21
A.J. Burnett,Adam Moore,pitcher,9
A.J. Burnett,Adrian Beltre,pitcher,6
A.J. Burnett,Alex Gonzalez,pitcher,7
A.J. Burnett,Alex Gordon,pitcher,11
A.J. Burnett,Alex Rios,pitcher,7
A.J. Burnett,Alexei Ramírez,pitcher,7
A.J. Burnett,Alexi Casilla,pitcher,1
A.J. Burnett,Andy Marte,pitcher,1
A.J. Burnett,Asdrubal Cabrera,pitcher,9
A.J. Burnett,Austin Kearns,pitcher,23
A.J. Burnett,B. j. Upton,pitcher,6
A.J. Burnett,Ben Zobrist,pitcher,14
A.J. Burnett,Bengie Molina,pitcher,2
A.J. Burnett,Billy Butler,pitcher,10
A.J. Burnett,Bobby Abreu,pitcher,6
A.J. Burnett,Bobby Wilson,pitcher,6
A.J. Burnett,Brayan Pena,pitcher,5
A.J. Burnett,Brendan Harris,pitcher,6
A.J. Burnett,Brian Roberts,pitcher,11
A.J. Burnett,Carl Crawford,pitcher,14
A.J. Burnett,Carlos Pena,pitcher,12
A.J. Burnett,Carlos Santana,pitcher,12
A.J. Burnett,Casey Blake,pitcher,6
A.J. Burnett,Casey Kotchman,pitcher,4
A.J. Burnett,Cesar Izturis,pitcher,18
A.J. Burnett,Chase Utley,pitcher,1
A.J. Burnett,Chone Figgins,pitcher,2
A.J. Burnett,Chris Davis,pitcher,6
A.J. Burnett,Chris Young,pitcher,7
A.J. Burnett,Cliff Pennington,pitcher,9
A.J. Burnett,Coco Crisp,pitcher,10
A.J. Burnett,Corey Patterson,pitcher,5
A.J. Burnett,Cristian Guzman,pitcher,8
A.J. Burnett,Dan Johnson,pitcher,1
A.J. Burnett,Daric Barton,pitcher,8
A.J. Burnett,Darnell Mcdonald,pitcher,12
A.J. Burnett,David Murphy,pitcher,8
A.J. Burnett,David Ortiz,pitcher,10
A.J. Burnett,Delmon Young,pitcher,14
A.J. Burnett,Denard Span,pitcher,11
A.J. Burnett,Dioner Navarro,pitcher,7
A.J. Burnett,Dustin Pedroia,pitcher,8
A.J. Burnett,Edwin Encarnacion,pitcher,3
A.J. Burnett,Elvis Andrus,pitcher,23
A.J. Burnett,Eric Patterson,pitcher,8
A.J. Burnett,Erick Aybar,pitcher,8
A.J. Burnett,Evan Longoria,pitcher,3
A.J. Burnett,Felix Pie,pitcher,20
A.J. Burnett,Franklin Gutierrez,pitcher,8
A.J. Burnett,Fred Lewis,pitcher,5
A.J. Burnett,Garrett Atkins,pitcher,1
A.J. Burnett,Gerardo Parra,pitcher,6
A.J. Burnett,Gordon Beckham,pitcher,6
A.J. Burnett,Greg Dobbs,pitcher,1
A.J. Burnett,Gregor Blanco,pitcher,7
A.J. Burnett,Hank Blalock,pitcher,7
A.J. Burnett,Hideki Matsui,pitcher,4
A.J. Burnett,Hiroki Kuroda,pitcher,6
A.J. Burnett,Howie Kendrick,pitcher,3
A.J. Burnett,Ian Kinsler,pitcher,10
A.J. Burnett,Ichiro Suzuki,pitcher,2
A.J. Burnett,J. d. Drew,pitcher,12
A.J. Burnett,J. j. Hardy,pitcher,1
A.J. Burnett,Jack Cust,pitcher,25
A.J. Burnett,Jacoby Ellsbury,pitcher,1
A.J. Burnett,Jarrett Hoffpauir,pitcher,7
A.J. Burnett,Jason Bartlett,pitcher,9
A.J. Burnett,Jason Donald,pitcher,9
A.J. Burnett,Jason Kubel,pitcher,8
A.J. Burnett,Jayson Werth,pitcher,1
A.J. Burnett,Jeff Larish,pitcher,14
A.J. Burnett,Jhonny Peralta,pitcher,13
A.J. Burnett,Joaquin Arias,pitcher,2
A.J. Burnett,Joe Mauer,pitcher,2
A.J. Burnett,John Buck,pitcher,4
A.J. Burnett,John Jaso,pitcher,2
A.J. Burnett,John Mcdonald,pitcher,1
A.J. Burnett,Jorge Cantu,pitcher,2
A.J. Burnett,Jose Bautista,pitcher,15
A.J. Burnett,Jose Guillen,pitcher,2
A.J. Burnett,Jose Lopez,pitcher,8
A.J. Burnett,Jose Molina,pitcher,2
A.J. Burnett,Josh Bell,pitcher,2
A.J. Burnett,Josh Hamilton,pitcher,8
A.J. Burnett,Josh Reddick,pitcher,7
A.J. Burnett,Josh Wilson,pitcher,1
A.J. Burnett,Juan Pierre,pitcher,1
A.J. Burnett,Juan Rivera,pitcher,3
A.J. Burnett,Julio Borbon,pitcher,11
A.J. Burnett,Justin Morneau,pitcher,3
A.J. Burnett,Kelly Johnson,pitcher,3
A.J. Burnett,Kevin Cash,pitcher,13
A.J. Burnett,Kevin Kouzmanoff,pitcher,9
A.J. Burnett,Kevin Youkilis,pitcher,13
A.J. Burnett,Kurt Suzuki,pitcher,5
A.J. Burnett,Lars Anderson,pitcher,1
A.J. Burnett,Lou Marson,pitcher,1
A.J. Burnett,Luis Valbuena,pitcher,2
A.J. Burnett,Luke Scott,pitcher,31
A.J. Burnett,Lyle Overbay,pitcher,13
A.J. Burnett,Maicer Izturis,pitcher,1
A.J. Burnett,Marco Scutaro,pitcher,4
A.J. Burnett,Mark Ellis,pitcher,9
A.J. Burnett,Mark Teahen,pitcher,1
A.J. Burnett,Matt Kemp,pitcher,6
A.J. Burnett,Matt Laporta,pitcher,7
A.J. Burnett,Matt Tuiasosopo,pitcher,7
A.J. Burnett,Matt Watson,pitcher,4
A.J. Burnett,Matt Wieters,pitcher,40
A.J. Burnett,Matthew Joyce,pitcher,2
A.J. Burnett,Michael Cuddyer,pitcher,13
A.J. Burnett,Michael Young,pitcher,18
A.J. Burnett,Miguel Tejada,pitcher,6
A.J. Burnett,Mike Aviles,pitcher,9
A.J. Burnett,Mike Cameron,pitcher,6
A.J. Burnett,Mike Napoli,pitcher,1
A.J. Burnett,Mitch Maier,pitcher,6
A.J. Burnett,Mitch Moreland,pitcher,10
A.J. Burnett,Nelson Cruz,pitcher,41
A.J. Burnett,Nick Markakis,pitcher,26
A.J. Burnett,Nick Punto,pitcher,7
A.J. Burnett,Nolan Reimold,pitcher,3
A.J. Burnett,Omar Vizquel,pitcher,1
A.J. Burnett,Orlando Hudson,pitcher,16
A.J. Burnett,Pat Burrell,pitcher,2
A.J. Burnett,Paul Konerko,pitcher,1
A.J. Burnett,Placido Polanco,pitcher,13
A.J. Burnett,Rafael Furcal,pitcher,6
A.J. Burnett,Rajai Davis,pitcher,1
A.J. Burnett,Raul Ibanez,pitcher,1
A.J. Burnett,Reid Brignac,pitcher,7
A.J. Burnett,Rhyne Hughes,pitcher,15
A.J. Burnett,Rick Ankiel,pitcher,7
A.J. Burnett,Robert Andino,pitcher,7
A.J. Burnett,Rodrigo Lopez,pitcher,12
A.J. Burnett,Russell Branyan,pitcher,10
A.J. Burnett,Russell Martin,pitcher,8
A.J. Burnett,Ryan Howard,pitcher,1
A.J. Burnett,Ryan Kalish,pitcher,2
A.J. Burnett,Ryan Sweeney,pitcher,1
A.J. Burnett,Scott Moore,pitcher,1
A.J. Burnett,Scott Podsednik,pitcher,1
A.J. Burnett,Sean Rodriguez,pitcher,4
A.J. Burnett,Shane Victorino,pitcher,1
A.J. Burnett,Shin-soo Choo,pitcher,15
A.J. Burnett,Stephen Drew,pitcher,3
A.J. Burnett,Taylor Teagarden,pitcher,12
A.J. Burnett,Torii Hunter,pitcher,1
A.J. Burnett,Travis Hafner,pitcher,14
A.J. Burnett,Travis Snider,pitcher,6
A.J. Burnett,Trevor Crowe,pitcher,2
A.J. Burnett,Ty Wigginton,pitcher,29
A.J. Burnett,Vernon Wells,pitcher,26
A.J. Burnett,Victor Martinez,pitcher,4
A.J. Burnett,Vladimir Guerrero,pitcher,17
A.J. Burnett,Willie Bloomquist,pitcher,9
A.J. Burnett,Wilson Betemit,pitcher,13
A.J. Burnett,Wilson Valdez,pitcher,6
A.J. Burnett,Yamaico Navarro,pitcher,7
A.J. Burnett,Yunel Escobar,pitcher,4
A.J. Burnett,Yuniesky Betancourt,pitcher,4
Aaron Cook,A. j. Ellis,pitcher,2
Aaron Cook,Aaron Cunningham,pitcher,1
Aaron Cook,Aaron Rowand,pitcher,7
Aaron Cook,Adam Kennedy,pitcher,7
Aaron Cook,Adam Laroche,pitcher,7
Aaron Cook,Adrian Gonzalez,pitcher,2
Aaron Cook,Albert Pujols,pitcher,4
Aaron Cook,Alberto Callaspo,pitcher,1
Aaron Cook,Alcides Escobar,pitcher,3
Aaron Cook,Alfonso Soriano,pitcher,9
Aaron Cook,Andres Torres,pitcher,4
Aaron Cook,Andrew Mccutchen,pitcher,1
Aaron Cook,Angel Pagan,pitcher,5
Aaron Cook,Aramis Ramirez,pitcher,2
Aaron Cook,Aubrey Huff,pitcher,2
Aaron Cook,Barry Zito,pitcher,9
Aaron Cook,Bengie Molina,pitcher,3
Aaron Cook,Blake Dewitt,pitcher,4
Aaron Cook,Bobby Abreu,pitcher,2
Aaron Cook,Bobby Wilson,pitcher,8
Aaron Cook,Brandon Phillips,pitcher,7
Aaron Cook,Brett Carroll,pitcher,8
Aaron Cook,Bronson Arroyo,pitcher,1
Aaron Cook,Buster Posey,pitcher,7
Aaron Cook,Carlos Gomez,pitcher,15
Aaron Cook,Carlos Lee,pitcher,3
Aaron Cook,Carlos Ruiz,pitcher,3
Aaron Cook,Casey Blake,pitcher,1
Aaron Cook,Casey Mcgehee,pitcher,2
Aaron Cook,Chase Headley,pitcher,3
Aaron Cook,Chase Utley,pitcher,1
Aaron Cook,Chris Coghlan,pitcher,1
Aaron Cook,Chris Denorfia,pitcher,7
Aaron Cook,Chris Heisey,pitcher,7
Aaron Cook,Chris Snyder,pitcher,2
Aaron Cook,Chris Young,pitcher,2
Aaron Cook,Clay Hensley,batter,3
Aaron Cook,Clayton Richard,pitcher,6
Aaron Cook,Cody Ross,pitcher,8
Aaron Cook,Colby Rasmus,pitcher,2
Aaron Cook,Corey Hart,pitcher,8
Aaron Cook,Corky Miller,pitcher,2
Aaron Cook,Cory Luebke,pitcher,6
Aaron Cook,Craig Counsell,pitcher,4
Aaron Cook,Craig Stammen,pitcher,6
Aaron Cook,Dan Meyer,batter,3
Aaron Cook,Dan Uggla,pitcher,3
Aaron Cook,Danny Valencia,pitcher,2
Aaron Cook,David Dejesus,pitcher,1
Aaron Cook,David Eckstein,pitcher,5
Aaron Cook,David Wright,pitcher,12
Aaron Cook,Denard Span,pitcher,3
Aaron Cook,Derrek Lee,pitcher,10
Aaron Cook,Doug Davis,pitcher,6
Aaron Cook,Drew Stubbs,pitcher,7
Aaron Cook,Edgar Renteria,pitcher,9
Aaron Cook,Erick Aybar,pitcher,4
Aaron Cook,Erik Kratz,pitcher,6
Aaron Cook,Felipe Lopez,pitcher,3
Aaron Cook,Felipe Paulino,pitcher,2
Aaron Cook,Freddy Sanchez,pitcher,2
Aaron Cook,Garret Anderson,pitcher,7
Aaron Cook,George Kottaras,pitcher,8
Aaron Cook,Gerardo Parra,pitcher,2
Aaron Cook,Hanley Ramirez,pitcher,5
Aaron Cook,Hideki Matsui,pitcher,1
Aaron Cook,Hiroki Kuroda,batter,3
Aaron Cook,Hiroki Kuroda,pitcher,1
Aaron Cook,Howie Kendrick,pitcher,9
Aaron Cook,Humberto Quintero,pitcher,1
Aaron Cook,Hunter Pence,pitcher,3
Aaron Cook,Ian Desmond,pitcher,1
Aaron Cook,Ian Kennedy,batter,3
Aaron Cook,Ian Kennedy,pitcher,12
Aaron Cook,Jaime Garcia,pitcher,6
Aaron Cook,James Loney,pitcher,2
Aaron Cook,Jason Bay,pitcher,13
Aaron Cook,Jason Kendall,pitcher,8
Aaron Cook,Jason Kubel,pitcher,2
Aaron Cook,Jay Bruce,pitcher,6
Aaron Cook,Jayson Werth,pitcher,6
Aaron Cook,Jeff Francoeur,pitcher,2
Aaron Cook,Jeff Keppinger,pitcher,4
Aaron Cook,Jim Edmonds,pitcher,1
Aaron Cook,Jimmy Rollins,pitcher,2
Aaron Cook,Joe Mauer,pitcher,2
Aaron Cook,Joey Votto,pitcher,7
Aaron Cook,John Baker,pitcher,3
Aaron Cook,John Bowker,pitcher,2
Aaron Cook,Jonathan Sanchez,pitcher,1
Aaron Cook,Jonathon Niese,batter,6
Aaron Cook,Jonathon Niese,pitcher,3
Aaron Cook,Jonny Gomes,pitcher,9
Aaron Cook,Jorge Cantu,pitcher,4
Aaron Cook,Jose Guillen,pitcher,1
Aaron Cook,Jose Reyes,pitcher,2
Aaron Cook,Jose Tabata,pitcher,1
Aaron Cook,Josh Willingham,pitcher,1
Aaron Cook,Juan Rivera,pitcher,2
Aaron Cook,Juan Uribe,pitcher,6
Aaron Cook,Justin Morneau,pitcher,1
Aaron Cook,Justin Upton,pitcher,1
Aaron Cook,Kevin Frandsen,pitcher,3
Aaron Cook,Kosuke Fukudome,pitcher,2
Aaron Cook,Koyie Hill,pitcher,2
Aaron Cook,Lance Berkman,pitcher,1
Aaron Cook,Lastings Milledge,pitcher,1
Aaron Cook,Laynce Nix,pitcher,7
Aaron Cook,Luis Castillo,pitcher,1
Aaron Cook,Madison Bumgarner,pitcher,13
Aaron Cook,Manny Ramirez,pitcher,3
Aaron Cook,Mark Derosa,pitcher,3
Aaron Cook,Marlon Byrd,pitcher,6
Aaron Cook,Matt Kemp,pitcher,3
Aaron Cook,Matt Tolbert,pitcher,2
Aaron Cook,Michael Bourn,pitcher,2
Aaron Cook,Miguel Cairo,pitcher,3
Aaron Cook,Miguel Tejada,pitcher,3
Aaron Cook,Mike Fontenot,pitcher,1
Aaron Cook,Mike Jacobs,pitcher,1
Aaron Cook,Mike Lamb,pitcher,1
Aaron Cook,Mike Napoli,pitcher,3
Aaron Cook,Mitch Maier,pitcher,3
Aaron Cook,Nate Robertson,pitcher,7
Aaron Cook,Nate Schierholtz,pitcher,3
Aaron Cook,Neil Walker,pitcher,1
Aaron Cook,Nick Hundley,pitcher,1
Aaron Cook,Nyjer Morgan,pitcher,1
Aaron Cook,Orlando Cabrera,pitcher,7
Aaron Cook,Pablo Sandoval,pitcher,9
Aaron Cook,Pat Burrell,pitcher,3
Aaron Cook,Paul Hoover,pitcher,6
Aaron Cook,Paul Janish,pitcher,2
Aaron Cook,Pedro Alvarez,pitcher,6
Aaron Cook,Pedro Feliz,pitcher,3
Aaron Cook,Placido Polanco,pitcher,2
Aaron Cook,Prince Fielder,pitcher,10
Aaron Cook,Rafael Furcal,pitcher,1
Aaron Cook,Randy Wells,pitcher,3
Aaron Cook,Randy Wolf,pitcher,8
Aaron Cook,Raul Ibanez,pitcher,2
Aaron Cook,Raul Valdes,batter,6
Aaron Cook,Rickie Weeks,pitcher,14
Aaron Cook,Rod Barajas,pitcher,2
Aaron Cook,Ronny Cedeno,pitcher,1
Aaron Cook,Roy Halladay,pitcher,14
Aaron Cook,Ryan Braun,pitcher,8
Aaron Cook,Ryan Hanigan,pitcher,2
Aaron Cook,Ryan Howard,pitcher,3
Aaron Cook,Ryan Ludwick,pitcher,3
Aaron Cook,Ryan Zimmerman,pitcher,3
Aaron Cook,Scott Rolen,pitcher,7
Aaron Cook,Shane Victorino,pitcher,4
Aaron Cook,Skip Schumaker,pitcher,1
Aaron Cook,Starlin Castro,pitcher,1
Aaron Cook,Stephen Drew,pitcher,13
Aaron Cook,Tommy Manzella,pitcher,2
Aaron Cook,Tony Gwynn,pitcher,9
Aaron Cook,Torii Hunter,pitcher,7
Aaron Cook,Travis Ishikawa,pitcher,1
Aaron Cook,Travis Wood,pitcher,7
Aaron Cook,Tyler Colvin,pitcher,1
Aaron Cook,Tyler Greene,pitcher,2
Aaron Cook,Wes Helms,pitcher,6
Aaron Cook,Will Venable,pitcher,7
Aaron Cook,Willie Bloomquist,pitcher,2
Aaron Cook,Wilson Valdez,pitcher,10
Aaron Cook,Yadier Molina,pitcher,2
Aaron Cook,Yorvit Torrealba,pitcher,6
Aaron Cook,Yuniesky Betancourt,pitcher,1
Aaron Cunningham,Barry Enright,batter,3
Aaron Cunningham,Blaine Boyer,batter,5
Aaron Cunningham,Brett Cecil,batter,18
Aaron Cunningham,Brett Myers,batter,3
Aaron Cunningham,Brian Matusz,batter,3
Aaron Cunningham,Casey Janssen,batter,2
Aaron Cunningham,David Hernandez,batter,3
Aaron Cunningham,Esmil Rogers,batter,2
Aaron Cunningham,Fernando Salas,batter,3
Aaron Cunningham,Gustavo Chacin,batter,6
Aaron Cunningham,J.D. Martin,batter,6
Aaron Cunningham,Jake Westbrook,batter,3
Aaron Cunningham,Jason Hammel,batter,21
Aaron Cunningham,Javier Lopez,batter,3
Aaron Cunningham,Jeff Francis,batter,16
Aaron Cunningham,Jeremy Affeldt,batter,6
Aaron Cunningham,Jonathan Broxton,batter,6
Aaron Cunningham,Jonathan Sanchez,batter,2
Aaron Cunningham,Jorge De La Rosa,batter,8
Aaron Cunningham,Juan Gutierrez,batter,3
Aaron Cunningham,Kyle Lohse,batter,6
Aaron Cunningham,Kyle McClellan,batter,3
Aaron Cunningham,Livan Hernandez,batter,3
Aaron Cunningham,Luis Atilano,batter,3
Aaron Cunningham,Manny Corpas,batter,6
Aaron Cunningham,Mark Hendrickson,batter,6
Aaron Cunningham,Matt Belisle,batter,12
Aaron Cunningham,Mike Dunn,batter,2
Aaron Cunningham,Paul Maholm,batter,12
Aaron Cunningham,Randy Wells,batter,2
Aaron Cunningham,Ricky Romero,batter,3
Aaron Harang,Aaron Laffey,pitcher,1
Aaron Harang,Akinori Iwamura,pitcher,1
Aaron Harang,Albert Pujols,pitcher,10
Aaron Harang,Alfonso Soriano,pitcher,19
Aaron Harang,Anderson Hernandez,pitcher,2
Aaron Harang,Andre Ethier,pitcher,8
Aaron Harang,Andres Torres,pitcher,2
Aaron Harang,Andrew Mccutchen,pitcher,2
Aaron Harang,Andy Marte,pitcher,1
Aaron Harang,Aramis Ramirez,pitcher,5
Aaron Harang,Aubrey Huff,pitcher,2
Aaron Harang,Austin Kearns,pitcher,8
Aaron Harang,Blake Dewitt,pitcher,8
Aaron Harang,Bobby Crosby,pitcher,1
Aaron Harang,Brendan Ryan,pitcher,22
Aaron Harang,Brett Carroll,pitcher,2
Aaron Harang,Brian Burres,batter,3
Aaron Harang,Brian Burres,pitcher,7
Aaron Harang,Brian Mccann,pitcher,2
Aaron Harang,Brian Moehler,batter,3
Aaron Harang,Brian Moehler,pitcher,6
Aaron Harang,Brooks Conrad,pitcher,6
Aaron Harang,Bud Norris,batter,3
Aaron Harang,Bud Norris,pitcher,7
Aaron Harang,Buster Posey,pitcher,1
Aaron Harang,Cameron Maybin,pitcher,6
Aaron Harang,Carlos Lee,pitcher,13
Aaron Harang,Carlos Santana,pitcher,3
Aaron Harang,Carlos Zambrano,pitcher,12
Aaron Harang,Casey Blake,pitcher,4
Aaron Harang,Casey Mcgehee,pitcher,2
Aaron Harang,Chipper Jones,pitcher,6
Aaron Harang,Chone Figgins,pitcher,7
Aaron Harang,Chris Carpenter,pitcher,1
Aaron Harang,Chris Dickerson,pitcher,7
Aaron Harang,Cody Ross,pitcher,7
Aaron Harang,Colby Rasmus,pitcher,11
Aaron Harang,Corey Hart,pitcher,8
Aaron Harang,Cory Sullivan,pitcher,1
Aaron Harang,Craig Counsell,pitcher,2
Aaron Harang,Cristian Guzman,pitcher,3
Aaron Harang,Dane Sardinha,pitcher,2
Aaron Harang,David Freese,pitcher,2
Aaron Harang,Delwyn Young,pitcher,7
Aaron Harang,Derrek Lee,pitcher,15
Aaron Harang,Dexter Fowler,pitcher,1
Aaron Harang,Eli Whiteside,pitcher,2
Aaron Harang,Eliezer Alfonzo,pitcher,3
Aaron Harang,Eric Hinske,pitcher,8
Aaron Harang,Eric Young,pitcher,1
Aaron Harang,Franklin Gutierrez,pitcher,1
Aaron Harang,Freddy Sanchez,pitcher,4
Aaron Harang,Gaby Sanchez,pitcher,2
Aaron Harang,Garrett Jones,pitcher,4
Aaron Harang,Geoff Blum,pitcher,3
Aaron Harang,George Kottaras,pitcher,3
Aaron Harang,Geovany Soto,pitcher,25
Aaron Harang,Greg Dobbs,pitcher,1
Aaron Harang,Hanley Ramirez,pitcher,1
Aaron Harang,Hiroki Kuroda,batter,3
Aaron Harang,Hiroki Kuroda,pitcher,20
Aaron Harang,Hunter Pence,pitcher,4
Aaron Harang,Ian Desmond,pitcher,1
Aaron Harang,Ichiro Suzuki,pitcher,9
Aaron Harang,J. r. Towles,pitcher,1
Aaron Harang,Jaime Garcia,pitcher,8
Aaron Harang,James Loney,pitcher,10
Aaron Harang,Jason Donald,pitcher,2
Aaron Harang,Jason Heyward,pitcher,1
Aaron Harang,Jayson Werth,pitcher,7
Aaron Harang,Jeff Clement,pitcher,2
Aaron Harang,Jeff Keppinger,pitcher,11
Aaron Harang,Jhonny Peralta,pitcher,2
Aaron Harang,Jimmy Rollins,pitcher,13
Aaron Harang,John Baker,pitcher,7
Aaron Harang,Jonathan Lucroy,pitcher,2
Aaron Harang,Jonathan Sanchez,pitcher,7
Aaron Harang,Jorge Cantu,pitcher,1
Aaron Harang,Jose Lopez,pitcher,2
Aaron Harang,Josh Johnson,pitcher,7
Aaron Harang,Josh Willingham,pitcher,7
Aaron Harang,Josh Wilson,pitcher,1
Aaron Harang,Juan Uribe,pitcher,8
Aaron Harang,Kenshin Kawakami,batter,6
Aaron Harang,Kenshin Kawakami,pitcher,1
Aaron Harang,Kevin Cash,pitcher,2
Aaron Harang,Kosuke Fukudome,pitcher,9
Aaron Harang,Lance Berkman,pitcher,13
Aaron Harang,Lorenzo Cain,pitcher,6
Aaron Harang,Manny Ramirez,pitcher,6
Aaron Harang,Marlon Byrd,pitcher,9
