pitch_type,pitcher_name,events,description,home_team,away_team,inning,stand,p_throws,home_score,away_score,batter_name
ST,"Keller, Mitch",strikeout,swinging_strike,STL,PIT,2,R,R,0,7,MLBAM_695336
CH,"Woodford, Jake",walk,ball,MIL,AZ,5,L,R,6,3,MLBAM_686555
FF,"Luzardo, Jesús",strikeout,swinging_strike,NYM,PHI,1,L,L,0,0,MLBAM_607043
FF,"Gordon, Tanner",strikeout,called_strike,HOU,COL,2,L,R,1,0,MLBAM_605170
SL,"Corbin, Patrick",strikeout,swinging_strike_blocked,TEX,LAA,3,L,L,5,0,MLBAM_694359
CH,"Boyd, Matthew",field_out,hit_into_play,SF,CHC,2,R,L,1,0,MLBAM_682641
SL,"Myers, Tobias",single,hit_into_play,MIL,AZ,7,L,R,8,3,MLBAM_672695
SL,"Pallante, Andre",sac_fly,hit_into_play,STL,PIT,1,R,R,0,4,MLBAM_680779
SI,"Lorenzen, Michael",field_out,hit_into_play,CWS,KC,2,R,R,1,0,MLBAM_673357
FF,"Bradish, Kyle",strikeout,swinging_strike,BAL,BOS,2,R,R,0,1,MLBAM_678882
SL,"Miller, Mason",single,hit_into_play,SEA,SD,7,L,R,6,7,MLBAM_647304
FF,"Gore, MacKenzie",field_out,hit_into_play,NYY,WSH,2,R,L,0,0,MLBAM_642708
SI,"Pfaadt, Brandon",strikeout,called_strike,MIL,AZ,1,L,R,1,0,MLBAM_686555
CU,"Misiorowski, Jacob",field_out,hit_into_play,MIL,AZ,2,L,R,1,0,MLBAM_656976
FF,"Leasure, Jordan",walk,ball,CWS,KC,8,L,R,4,0,MLBAM_664728
FC,"Topa, Justin",field_out,hit_into_play,TOR,MIN,9,R,R,5,7,MLBAM_665489
SL,"Ober, Bailey",single,hit_into_play,TOR,MIN,2,R,R,2,0,MLBAM_664034
FF,"Giolito, Lucas",field_out,hit_into_play,BAL,BOS,3,L,R,0,2,MLBAM_605353
FF,"Graceffo, Gordon",strikeout,called_strike,STL,PIT,7,L,R,3,8,MLBAM_668804
CU,"Alcantara, Sandy",field_out,hit_into_play,MIA,ATL,2,R,R,1,1,MLBAM_805373
SL,"Melton, Troy",field_error,hit_into_play,ATH,DET,8,R,R,5,5,MLBAM_687515
SL,"Simpson, Josh",single,hit_into_play,MIA,ATL,9,R,L,2,6,MLBAM_642201
FC,"Brown, Hunter",single,hit_into_play,HOU,COL,3,R,R,1,0,MLBAM_691720
SI,"Ribalta, Orlando",field_out,hit_into_play,NYY,WSH,6,R,R,5,1,MLBAM_683011
FF,"Kerkering, Orion",field_out,hit_into_play,NYM,PHI,5,L,R,5,2,MLBAM_643446
FF,"Giolito, Lucas",strikeout,called_strike,BAL,BOS,3,L,R,0,2,MLBAM_687637
FF,"Beeter, Clayton",walk,ball,NYY,WSH,7,L,R,5,1,MLBAM_663757
FF,"Silseth, Chase",strikeout,swinging_strike,TEX,LAA,5,R,R,6,0,MLBAM_683227
SI,"Lorenzen, Michael",home_run,hit_into_play,CWS,KC,2,L,R,0,0,MLBAM_695657
SI,"Martinez, Nick",field_out,hit_into_play,LAD,CIN,2,L,R,1,1,MLBAM_624424
SI,"Bassitt, Chris",field_out,hit_into_play,TOR,MIN,2,R,R,2,0,MLBAM_668904
FF,"Cease, Dylan",field_out,hit_into_play,SEA,SD,2,L,R,0,5,MLBAM_593871
SL,"Waldrep, Hurston",field_out,hit_into_play,MIA,ATL,1,R,R,1,1,MLBAM_681715
FF,"Hiraldo, Yaramil",single,hit_into_play,BAL,BOS,9,R,R,0,3,MLBAM_596115
SL,"Messick, Parker",field_out,hit_into_play,CLE,TB,3,L,L,3,0,MLBAM_666139
FF,"Verlander, Justin",field_out,hit_into_play,SF,CHC,2,R,R,0,0,MLBAM_663538
CH,"Castillo, Luis",walk,ball,SEA,SD,1,L,R,0,1,MLBAM_657757
KC,"Little, Brendon",strikeout,swinging_strike,TOR,MIN,8,L,L,4,3,MLBAM_681546
SL,"Gil, Luis",walk,ball,NYY,WSH,2,R,R,0,0,MLBAM_656180
FF,"Hoffman, Jeff",walk,ball,TOR,MIN,9,L,R,4,7,MLBAM_666397
SL,"Corbin, Patrick",field_out,hit_into_play,TEX,LAA,2,R,L,3,0,MLBAM_695681
CH,"Suero, Wander",force_out,hit_into_play,MIA,ATL,9,R,R,2,11,MLBAM_672640
FC,"Melton, Troy",field_out,hit_into_play,ATH,DET,7,R,R,5,5,MLBAM_805779
SL,"Verlander, Justin",strikeout,swinging_strike_blocked,SF,CHC,2,L,R,0,0,MLBAM_664023
FF,"Nicolas, Kyle",strikeout,called_strike,STL,PIT,8,L,R,3,8,MLBAM_676475
SI,"Koenig, Jared",strikeout,called_strike,MIL,AZ,8,R,L,8,7,MLBAM_677942
FF,"Alvarado, Elvis",strikeout,swinging_strike,ATH,DET,10,R,R,5,5,MLBAM_679529
SL,"Kershaw, Clayton",field_out,hit_into_play,LAD,CIN,2,R,L,1,1,MLBAM_624431
SI,"Lorenzen, Michael",field_out,hit_into_play,CWS,KC,2,R,R,0,0,MLBAM_672820
FC,"Baz, Shane",single,hit_into_play,CLE,TB,1,L,R,2,0,MLBAM_677587
SL,"Ribalta, Orlando",single,hit_into_play,NYY,WSH,6,L,R,5,1,MLBAM_665862
FF,"Messick, Parker",strikeout,swinging_strike,CLE,TB,2,R,L,3,0,MLBAM_666624
FF,"Maxwell, Zach",field_out,hit_into_play,LAD,CIN,7,R,R,6,3,MLBAM_681909
SL,"Simpson, Josh",field_out,hit_into_play,MIA,ATL,9,L,L,2,6,MLBAM_671739
FC,"Sterner, Justin",field_out,hit_into_play,ATH,DET,5,R,R,5,5,MLBAM_650402
FC,"Myers, Tobias",single,hit_into_play,MIL,AZ,7,L,R,8,3,MLBAM_677950
CH,"Brazobán, Huascar",force_out,hit_into_play,NYM,PHI,6,R,R,5,3,MLBAM_607208
SI,"Pérez, Martín",field_out,hit_into_play,CWS,KC,3,R,L,1,0,MLBAM_679845
ST,"Keller, Mitch",strikeout,swinging_strike,STL,PIT,2,R,R,0,7,MLBAM_691026
FS,"Sands, Cole",strikeout,swinging_strike,TOR,MIN,6,R,R,4,2,MLBAM_543807
SI,"Vest, Will",walk,ball,ATH,DET,10,R,R,6,6,MLBAM_687231
KC,"Brown, Hunter",strikeout,swinging_strike,HOU,COL,3,R,R,1,0,MLBAM_682653
SL,"Bachman, Sam",strikeout,foul_tip,TEX,LAA,7,R,R,7,0,MLBAM_666969
FC,"Morton, Charlie",field_out,hit_into_play,ATH,DET,2,R,R,3,0,MLBAM_687231
FC,"Coulombe, Danny",home_run,hit_into_play,TEX,LAA,9,R,L,7,1,MLBAM_666176
CU,"Bradish, Kyle",strikeout,swinging_strike_blocked,BAL,BOS,2,L,R,0,1,MLBAM_807799
FF,"Kikuchi, Yusei",double,hit_into_play,TEX,LAA,1,R,L,0,0,MLBAM_666969
CH,"Brazobán, Huascar",force_out,hit_into_play,NYM,PHI,6,R,R,5,3,MLBAM_642215
CH,"Alcantara, Sandy",field_out,hit_into_play,MIA,ATL,1,L,R,0,1,MLBAM_645277
FF,"Ferguson, Caleb",sac_bunt,hit_into_play,SEA,SD,6,R,L,6,6,MLBAM_666023
SL,"Gore, MacKenzie",field_out,hit_into_play,NYY,WSH,2,L,L,0,0,MLBAM_663757
CH,"Boyd, Matthew",walk,ball,SF,CHC,2,R,L,1,0,MLBAM_656305
SL,"Luzardo, Jesús",walk,ball,NYM,PHI,1,R,L,0,0,MLBAM_668901
FF,"Kelly, Michael",field_out,hit_into_play,ATH,DET,8,R,R,5,5,MLBAM_693307
SI,"Corbin, Patrick",field_out,hit_into_play,TEX,LAA,2,R,L,3,0,MLBAM_518595
FF,"Gordon, Tanner",home_run,hit_into_play,HOU,COL,2,L,R,0,0,MLBAM_660821
FS,"Waldrep, Hurston",single,hit_into_play,MIA,ATL,1,L,R,1,1,MLBAM_689414
CH,"Ribalta, Orlando",strikeout,swinging_strike,NYY,WSH,6,L,R,5,1,MLBAM_641857
FC,"Myers, Tobias",field_out,hit_into_play,MIL,AZ,7,R,R,8,3,MLBAM_677942
FS,"Melton, Troy",field_out,hit_into_play,ATH,DET,7,L,R,5,5,MLBAM_691016
SL,"Graceffo, Gordon",field_out,hit_into_play,STL,PIT,6,L,R,2,8,MLBAM_687462
FF,"Manaea, Sean",strikeout,swinging_strike,NYM,PHI,2,R,L,0,0,MLBAM_592206
SI,"Pérez, Martín",strikeout,foul_tip,CWS,KC,2,R,L,0,0,MLBAM_663697
FF,"Díaz, Edwin",field_out,hit_into_play,NYM,PHI,9,R,R,5,5,MLBAM_592663
SL,"Gordon, Tanner",field_out,hit_into_play,HOU,COL,1,R,R,0,0,MLBAM_572233
FF,"Miller, Mason",walk,ball,SEA,SD,7,R,R,6,7,MLBAM_677594
FF,"Nicolas, Kyle",walk,ball,STL,PIT,8,R,R,3,8,MLBAM_671056
FF,"Morton, Charlie",strikeout,swinging_strike,ATH,DET,1,L,R,3,0,MLBAM_671732
FS,"Miller, Shelby",strikeout,swinging_strike,MIL,AZ,9,R,R,8,8,MLBAM_682988
FC,"Suero, Wander",walk,ball,MIA,ATL,9,R,R,2,11,MLBAM_682663
CH,"Hiraldo, Yaramil",field_out,hit_into_play,BAL,BOS,8,L,R,0,3,MLBAM_680776
SL,"Alcala, Jorge",strikeout,swinging_strike,STL,PIT,8,R,R,3,8,MLBAM_669707
FF,"Mejia, Juan",field_out,hit_into_play,HOU,COL,9,R,R,1,6,MLBAM_514888
SI,"Bassitt, Chris",field_out,hit_into_play,TOR,MIN,2,L,R,2,0,MLBAM_681546
SI,"Alcantara, Sandy",field_out,hit_into_play,MIA,ATL,1,R,R,0,0,MLBAM_542303
FF,"Helsley, Ryan",home_run,hit_into_play,NYM,PHI,8,R,R,5,3,MLBAM_664056
KC,"Baz, Shane",sac_fly,hit_into_play,CLE,TB,1,L,R,1,0,MLBAM_666310
FF,"Bido, Osvaldo",field_out,hit_into_play,ATH,DET,2,L,R,3,0,MLBAM_672761
CU,"Messick, Parker",field_out,hit_into_play,CLE,TB,2,R,L,3,0,MLBAM_677592
SI,"Pfaadt, Brandon",single,hit_into_play,MIL,AZ,1,L,R,1,0,MLBAM_686217
FF,"Morillo, Juan",walk,ball,MIL,AZ,9,R,R,8,8,MLBAM_683734
SL,"Díaz, Edwin",strikeout,swinging_strike,NYM,PHI,9,L,R,5,5,MLBAM_547180
FF,"Myers, Tobias",single,hit_into_play,MIL,AZ,7,L,R,8,3,MLBAM_664983
SI,"Cease, Dylan",field_out,hit_into_play,SEA,SD,2,R,R,0,5,MLBAM_553993
FF,"Giolito, Lucas",field_out,hit_into_play,BAL,BOS,2,R,R,0,1,MLBAM_691723
SI,"Martinez, Nick",single,hit_into_play,LAD,CIN,2,R,R,1,1,MLBAM_681624
CH,"Woodford, Jake",field_out,hit_into_play,MIL,AZ,5,L,R,6,3,MLBAM_686217
FF,"Curtiss, John",field_out,hit_into_play,MIL,AZ,7,L,R,8,6,MLBAM_686217
SI,"Vargas, Carlos",grounded_into_double_play,hit_into_play,SEA,SD,9,L,R,6,7,MLBAM_656811
FF,"Mattson, Isaac",field_out,hit_into_play,STL,PIT,9,R,R,3,8,MLBAM_691026
FF,"Ober, Bailey",field_out,hit_into_play,TOR,MIN,1,R,R,2,0,MLBAM_676391
FF,"Mejia, Juan",walk,ball,HOU,COL,9,R,R,1,6,MLBAM_621043
SL,"Bachman, Sam",home_run,hit_into_play,TEX,LAA,7,L,R,6,0,MLBAM_608369
CU,"Bassitt, Chris",strikeout,swinging_strike,TOR,MIN,1,L,R,0,0,MLBAM_666397
FF,"Gordon, Tanner",walk,ball,HOU,COL,1,L,R,0,0,MLBAM_670541
FF,"Beeter, Clayton",walk,ball,NYY,WSH,7,R,R,5,1,MLBAM_676609
SL,"Maxwell, Zach",strikeout,swinging_strike,LAD,CIN,7,R,R,6,3,MLBAM_681624
FF,"Leasure, Jordan",single,hit_into_play,CWS,KC,8,L,R,4,0,MLBAM_624428
FF,"Kikuchi, Yusei",walk,ball,TEX,LAA,1,L,L,0,0,MLBAM_608369
SI,"Castillo, Luis",single,hit_into_play,SEA,SD,1,R,R,0,0,MLBAM_593428
SI,"Ferguson, Caleb",single,hit_into_play,SEA,SD,6,L,L,6,5,MLBAM_630105
FF,"Verlander, Justin",strikeout,called_strike,SF,CHC,1,R,R,0,0,MLBAM_608348
CU,"Casparius, Ben",strikeout,swinging_strike,LAD,CIN,7,L,R,6,3,MLBAM_666181
FF,"Graceffo, Gordon",single,hit_into_play,STL,PIT,6,R,R,2,8,MLBAM_669707
FF,"Taylor, Grant",single,hit_into_play,CWS,KC,9,R,R,4,2,MLBAM_663697
SL,"Curtiss, John",single,hit_into_play,MIL,AZ,7,R,R,8,6,MLBAM_683734
KC,"Cease, Dylan",strikeout,swinging_strike_blocked,SEA,SD,2,L,R,0,5,MLBAM_647304
ST,"Kerkering, Orion",walk,ball,NYM,PHI,5,R,R,5,2,MLBAM_621438
SI,"Brazobán, Huascar",single,hit_into_play,NYM,PHI,6,R,R,5,2,MLBAM_624641
FF,"Hoffman, Jeff",home_run,hit_into_play,TOR,MIN,9,L,R,4,4,MLBAM_670242
FC,"Koenig, Jared",single,hit_into_play,MIL,AZ,8,R,L,8,6,MLBAM_545121
CU,"Lucchesi, Joey",field_out,hit_into_play,SF,CHC,8,L,L,5,2,MLBAM_691718
SI,"Long, Sam",field_out,hit_into_play,CWS,KC,8,L,L,4,2,MLBAM_695657
SI,"Vargas, Carlos",single,hit_into_play,SEA,SD,9,R,R,6,7,MLBAM_592518
FC,"Sterner, Justin",home_run,hit_into_play,ATH,DET,5,L,R,5,4,MLBAM_690993
FF,"Peralta, Luis",field_out,hit_into_play,HOU,COL,8,R,L,1,6,MLBAM_605170
SI,"Woodford, Jake",field_out,hit_into_play,MIL,AZ,5,R,R,6,3,MLBAM_683734
KC,"Little, Brendon",walk,ball,TOR,MIN,8,L,L,4,3,MLBAM_666397
CH,"Hiraldo, Yaramil",single,hit_into_play,BAL,BOS,8,R,R,0,3,MLBAM_608324
SL,"Brown, Hunter",field_out,hit_into_play,HOU,COL,2,R,R,0,0,MLBAM_678662
SI,"Alvarado, José",strikeout,called_strike,NYM,PHI,8,L,L,5,5,MLBAM_665742
SL,"Alcantara, Sandy",walk,ball,MIA,ATL,1,L,R,0,0,MLBAM_671739
CH,"Pérez, Martín",strikeout,swinging_strike,CWS,KC,2,R,L,0,0,MLBAM_545341
FF,"Alvarado, Elvis",strikeout,swinging_strike,ATH,DET,10,L,R,5,5,MLBAM_682985
SI,"Morton, Charlie",walk,ball,ATH,DET,1,R,R,3,0,MLBAM_687515
FF,"Lorenzen, Michael",strikeout,called_strike,CWS,KC,1,L,R,0,0,MLBAM_691019
SL,"Simpson, Josh",walk,ball,MIA,ATL,9,R,L,2,5,MLBAM_660670
FF,"Keller, Mitch",strikeout,swinging_strike,STL,PIT,2,L,R,0,7,MLBAM_669357
FF,"Harris, Hogan",walk,ball,ATH,DET,6,L,L,5,5,MLBAM_656716
CH,"Vest, Will",walk,ball,ATH,DET,10,L,R,6,6,MLBAM_671732
SI,"Martinez, Nick",field_out,hit_into_play,LAD,CIN,1,R,R,1,1,MLBAM_606192
FF,"Manaea, Sean",field_out,hit_into_play,NYM,PHI,2,R,L,0,0,MLBAM_664761
SL,"Banks, Tanner",field_out,hit_into_play,NYM,PHI,6,R,L,5,3,MLBAM_624413
FF,"Hoffman, Jeff",field_out,hit_into_play,TOR,MIN,9,R,R,4,4,MLBAM_807712
SI,"Vargas, Carlos",field_out,hit_into_play,SEA,SD,9,L,R,6,7,MLBAM_650333
FF,"Pallante, Andre",double,hit_into_play,STL,PIT,1,L,R,0,3,MLBAM_669261
SI,"Bradish, Kyle",field_out,hit_into_play,BAL,BOS,2,L,R,0,1,MLBAM_663993
ST,"Silseth, Chase",field_out,hit_into_play,TEX,LAA,5,R,R,6,0,MLBAM_673962
FF,"Melton, Troy",field_error,hit_into_play,ATH,DET,7,R,R,5,5,MLBAM_667670
FF,"Woodford, Jake",field_out,hit_into_play,MIL,AZ,4,L,R,6,3,MLBAM_592885
FF,"Sands, Cole",field_out,hit_into_play,TOR,MIN,6,L,R,4,2,MLBAM_665926
FC,"Topa, Justin",double,hit_into_play,TOR,MIN,9,L,R,4,7,MLBAM_662139
SI,"Walker, Ryan",strikeout,swinging_strike,SF,CHC,9,L,R,5,2,MLBAM_683357
SL,"Bido, Osvaldo",strikeout,swinging_strike,ATH,DET,2,R,R,3,0,MLBAM_679529
SL,"Bachman, Sam",grounded_into_double_play,hit_into_play,TEX,LAA,7,L,R,6,0,MLBAM_642133
SI,"Koenig, Jared",single,hit_into_play,MIL,AZ,8,R,L,8,6,MLBAM_672515
SL,"Corbin, Patrick",field_out,hit_into_play,TEX,LAA,2,R,L,3,0,MLBAM_650859
SV,"Zeferjahn, Ryan",strikeout,swinging_strike_blocked,TEX,LAA,8,R,R,7,0,MLBAM_543309
SI,"Bassitt, Chris",strikeout,called_strike,TOR,MIN,1,L,R,0,0,MLBAM_670242
SL,"Herget, Jimmy",strikeout,called_strike,HOU,COL,7,R,R,1,6,MLBAM_514888
ST,"Jax, Griffin",strikeout,swinging_strike,CLE,TB,7,R,R,3,0,MLBAM_672356
FS,"Sands, Cole",strikeout,called_strike,TOR,MIN,6,R,R,4,2,MLBAM_664034
KC,"Baz, Shane",walk,ball,CLE,TB,1,R,R,1,0,MLBAM_681807
ST,"Ort, Kaleb",strikeout,swinging_strike,HOU,COL,9,R,R,1,6,MLBAM_691720
CU,"Misiorowski, Jacob",strikeout,swinging_strike,MIL,AZ,2,R,R,1,0,MLBAM_666971
CU,"Kershaw, Clayton",field_out,hit_into_play,LAD,CIN,1,R,L,0,1,MLBAM_669720
FF,"Boyd, Matthew",home_run,hit_into_play,SF,CHC,2,R,L,0,0,MLBAM_527038
FF,"Adam, Jason",field_out,hit_into_play,SEA,SD,5,L,R,6,5,MLBAM_593871
CU,"Gore, MacKenzie",field_out,hit_into_play,NYY,WSH,1,R,L,0,0,MLBAM_519317
SL,"Messick, Parker",field_out,hit_into_play,CLE,TB,2,L,L,3,0,MLBAM_664040
ST,"Kelly, Michael",field_out,hit_into_play,ATH,DET,8,R,R,5,5,MLBAM_595879
ST,"Ober, Bailey",single,hit_into_play,TOR,MIN,1,R,R,1,0,MLBAM_672386
FF,"Castillo, Luis",walk,ball,SEA,SD,1,L,R,0,0,MLBAM_656811
FF,"Wilson, Justin",strikeout,swinging_strike,BAL,BOS,9,R,L,0,5,MLBAM_663624
CU,"Taylor, Grant",single,hit_into_play,CWS,KC,9,L,R,4,2,MLBAM_573262
FC,"Brown, Hunter",field_out,hit_into_play,HOU,COL,2,R,R,0,0,MLBAM_686668
SI,"Silseth, Chase",single,hit_into_play,TEX,LAA,5,R,R,6,0,MLBAM_666969
CH,"Gil, Luis",field_out,hit_into_play,NYY,WSH,2,L,R,0,0,MLBAM_605137
FF,"Sterner, Justin",field_out,hit_into_play,ATH,DET,5,R,R,5,4,MLBAM_668670
SL,"Myers, Tobias",field_out,hit_into_play,MIL,AZ,6,R,R,6,3,MLBAM_672515
SL,"Estévez, Carlos",strikeout,swinging_strike,CWS,KC,9,R,R,4,5,MLBAM_678554
FF,"Díaz, Edwin",strikeout,swinging_strike,NYM,PHI,9,L,R,5,5,MLBAM_656941
FS,"Hoffman, Jeff",hit_by_pitch,hit_by_pitch,TOR,MIN,9,L,R,4,4,MLBAM_686797
ST,"Casparius, Ben",strikeout,swinging_strike,LAD,CIN,7,R,R,6,3,MLBAM_663647
FF,"Gil, Luis",truncated_pa,ball,NYY,WSH,1,L,R,0,0,MLBAM_605137
CH,"Suero, Wander",single,hit_into_play,MIA,ATL,9,L,R,2,11,MLBAM_805300
CH,"Giolito, Lucas",field_out,hit_into_play,BAL,BOS,2,L,R,0,1,MLBAM_694212
SL,"Martinez, Nick",field_out,hit_into_play,LAD,CIN,1,R,R,1,1,MLBAM_669257
SL,"Curtiss, John",field_out,hit_into_play,MIL,AZ,6,L,R,8,3,MLBAM_592885
SI,"Brazobán, Huascar",double,hit_into_play,NYM,PHI,6,R,R,5,2,MLBAM_664056
ST,"Luzardo, Jesús",single,hit_into_play,NYM,PHI,1,R,L,0,0,MLBAM_624413
FF,"Morillo, Juan",walk,ball,MIL,AZ,9,L,R,8,8,MLBAM_592885
FF,"Gordon, Tanner",field_out,hit_into_play,HOU,COL,1,R,R,0,0,MLBAM_514888
FF,"Ferguson, Tyler",field_out,hit_into_play,ATH,DET,7,L,R,5,5,MLBAM_682985
FF,"Nicolas, Kyle",field_out,hit_into_play,STL,PIT,8,L,R,3,8,MLBAM_663457
CH,"Manaea, Sean",strikeout,swinging_strike,NYM,PHI,1,R,L,0,0,MLBAM_592663
ST,"Pfaadt, Brandon",sac_fly,hit_into_play,MIL,AZ,1,R,R,0,0,MLBAM_683734
FS,"Finnegan, Kyle",strikeout,called_strike,ATH,DET,9,R,R,5,5,MLBAM_667670
FF,"Waldrep, Hurston",single,hit_into_play,MIA,ATL,1,R,R,1,1,MLBAM_672640
CH,"Boyd, Matthew",strikeout,swinging_strike,SF,CHC,2,R,L,0,0,MLBAM_669477
SL,"Graceffo, Gordon",single,hit_into_play,STL,PIT,6,R,R,2,8,MLBAM_643396
FF,"Miller, Shelby",field_out,hit_into_play,MIL,AZ,9,R,R,8,8,MLBAM_543510
SL,"Kershaw, Clayton",field_out,hit_into_play,LAD,CIN,1,R,L,0,0,MLBAM_609280
ST,"Rogers, Taylor",strikeout,swinging_strike,SF,CHC,7,R,L,5,2,MLBAM_642715
SL,"Strahm, Matt",strikeout,swinging_strike,NYM,PHI,7,R,L,5,3,MLBAM_621438
FF,"Zuber, Tyler",walk,ball,MIA,ATL,9,R,R,2,2,MLBAM_805373
ST,"Funderburk, Kody",strikeout,swinging_strike,TOR,MIN,8,R,L,4,3,MLBAM_676914
SL,"Taylor, Grant",strikeout,swinging_strike,CWS,KC,9,R,R,4,2,MLBAM_521692
FF,"Verlander, Justin",single,hit_into_play,SF,CHC,1,L,R,0,0,MLBAM_691718
SI,"Corbin, Patrick",field_out,hit_into_play,TEX,LAA,1,R,L,0,0,MLBAM_666176
ST,"Kelly, Michael",single,hit_into_play,ATH,DET,8,L,R,5,5,MLBAM_656716
FF,"Ferguson, Tyler",field_out,hit_into_play,ATH,DET,7,L,R,5,5,MLBAM_681481
SL,"Ober, Bailey",field_out,hit_into_play,TOR,MIN,1,L,R,1,0,MLBAM_680718
SL,"Bazardo, Eduard",field_out,hit_into_play,SEA,SD,7,L,R,6,7,MLBAM_657757
SI,"Clarke, Taylor",field_out,hit_into_play,CWS,KC,7,L,R,4,0,MLBAM_643565
CH,"Hiraldo, Yaramil",single,hit_into_play,BAL,BOS,8,L,R,0,3,MLBAM_701350
FF,"Peralta, Luis",field_out,hit_into_play,HOU,COL,8,R,L,1,6,MLBAM_602104
FC,"Maxwell, Zach",force_out,hit_into_play,LAD,CIN,7,R,R,6,3,MLBAM_606192
SL,"Beeter, Clayton",field_out,hit_into_play,NYY,WSH,7,L,R,5,1,MLBAM_641355
CU,"Saalfrank, Andrew",field_out,hit_into_play,MIL,AZ,8,L,L,8,8,MLBAM_668930
SL,"Doval, Camilo",strikeout,swinging_strike,NYY,WSH,8,R,R,5,1,MLBAM_691781
FF,"Pallante, Andre",single,hit_into_play,STL,PIT,1,R,R,0,1,MLBAM_457705
FS,"Cruz, Fernando",strikeout,swinging_strike_blocked,NYY,WSH,6,R,R,3,1,MLBAM_696285
FF,"Lucchesi, Joey",field_out,hit_into_play,SF,CHC,7,R,L,5,2,MLBAM_673548
SI,"Hill, Tim",grounded_into_double_play,hit_into_play,NYY,WSH,7,R,L,5,1,MLBAM_605137
SI,"Keller, Mitch",grounded_into_double_play,hit_into_play,STL,PIT,1,R,R,0,5,MLBAM_575929
SL,"Scott, Tanner",grounded_into_double_play,hit_into_play,LAD,CIN,9,R,L,6,3,MLBAM_677943
SI,"Topa, Justin",single,hit_into_play,TOR,MIN,9,R,R,4,7,MLBAM_543807
ST,"Treinen, Blake",strikeout,swinging_strike_blocked,LAD,CIN,8,L,R,6,3,MLBAM_682829
CH,"Giolito, Lucas",strikeout,swinging_strike,BAL,BOS,2,L,R,0,1,MLBAM_681297
KC,"Pallante, Andre",walk,ball,STL,PIT,1,L,R,0,1,MLBAM_665833
SI,"Morejon, Adrian",strikeout,called_strike,SEA,SD,6,L,L,6,7,MLBAM_702284
FF,"Ribalta, Orlando",walk,blocked_ball,NYY,WSH,6,L,R,5,1,MLBAM_663757
SI,"Morton, Charlie",home_run,hit_into_play,ATH,DET,1,R,R,0,0,MLBAM_805779
ST,"Miller, Shelby",field_out,hit_into_play,MIL,AZ,9,R,R,8,8,MLBAM_666971
SL,"Adam, Jason",home_run,hit_into_play,SEA,SD,5,R,R,3,5,MLBAM_553993
ST,"Jax, Griffin",field_out,hit_into_play,CLE,TB,7,L,R,3,0,MLBAM_677587
FF,"Suarez, Robert",field_out,hit_into_play,SEA,SD,9,R,R,6,7,MLBAM_677594
SI,"Woodford, Jake",field_out,hit_into_play,MIL,AZ,4,R,R,6,3,MLBAM_661388
FF,"Estrada, Jeremiah",field_out,hit_into_play,SEA,SD,8,L,R,6,7,MLBAM_702284
FF,"Leasure, Jordan",field_out,hit_into_play,CWS,KC,8,L,R,4,0,MLBAM_686681
SL,"Bradish, Kyle",home_run,hit_into_play,BAL,BOS,2,R,R,0,0,MLBAM_596115
FC,"Melton, Troy",field_out,hit_into_play,ATH,DET,7,R,R,5,5,MLBAM_669127
FF,"Fernandez, Ryan",field_out,hit_into_play,STL,PIT,9,L,R,3,8,MLBAM_665833
SI,"Koenig, Jared",double,hit_into_play,MIL,AZ,8,R,L,8,6,MLBAM_543510
SL,"Banks, Tanner",field_out,hit_into_play,NYM,PHI,6,R,L,5,3,MLBAM_516782
SI,"Coulombe, Danny",field_out,hit_into_play,TEX,LAA,9,R,L,7,1,MLBAM_683090
SI,"Brazobán, Huascar",field_out,hit_into_play,NYM,PHI,6,R,R,5,2,MLBAM_592206
SL,"Bachman, Sam",single,hit_into_play,TEX,LAA,7,R,R,6,0,MLBAM_694671
KC,"Brown, Hunter",strikeout,swinging_strike_blocked,HOU,COL,2,R,R,0,0,MLBAM_687597
CU,"Gibson, Cade",single,hit_into_play,MIA,ATL,8,L,L,2,2,MLBAM_621566
CU,"Peralta, Luis",hit_by_pitch,hit_by_pitch,HOU,COL,8,R,L,1,6,MLBAM_572233
FF,"Smith, Cade",strikeout,swinging_strike,CLE,TB,9,L,R,3,0,MLBAM_664040
SL,"Helsley, Ryan",walk,ball,NYM,PHI,8,R,R,5,3,MLBAM_592206
CH,"Schreiber, John",strikeout,swinging_strike,CWS,KC,6,L,R,4,0,MLBAM_643217
CU,"Morton, Charlie",strikeout,swinging_strike,ATH,DET,1,L,R,0,0,MLBAM_691016
FF,"Alvarado, Elvis",strikeout,swinging_strike,ATH,DET,9,L,R,5,5,MLBAM_681481
FF,"Ort, Kaleb",strikeout,swinging_strike,HOU,COL,9,R,R,1,6,MLBAM_682653
CU,"Casparius, Ben",strikeout,swinging_strike,LAD,CIN,7,L,R,6,3,MLBAM_666158
SL,"Bido, Osvaldo",strikeout,swinging_strike,ATH,DET,1,L,R,0,0,MLBAM_682985
SI,"Bradish, Kyle",strikeout,called_strike,BAL,BOS,1,L,R,0,0,MLBAM_680776
SI,"Simpson, Josh",walk,ball,MIA,ATL,9,L,L,2,5,MLBAM_621566
FF,"Mejia, Juan",strikeout,swinging_strike,HOU,COL,9,R,R,1,6,MLBAM_665161
FF,"Kershaw, Clayton",single,hit_into_play,LAD,CIN,1,R,L,0,0,MLBAM_682829
