winner,loser,score
Aaron Judge,Gio Urshela,21.173830032348633
Aaron Judge,Gleyber Torres,12.865177154541016
Aaron Judge,Grae Kessinger,19.528423309326172
Aaron Judge,Graham Pauley,23.172504425048828
Aaron Judge,Grant Koch,20.18485450744629
Aaron Judge,Grant Mccray,26.17681312561035
Aaron Judge,Greg Jones,20.107921600341797
Aaron Judge,Griffin Conine,22.063560485839844
Aaron Judge,Gunnar Henderson,13.177719116210938
Aaron Judge,Gustavo Campero,20.555931091308594
Aaron Judge,Ha-seong Kim,9.524139404296875
Aaron Judge,Harold Ramírez,24.90454864501953
Aaron Judge,Harrison Bader,22.495227813720703
Aaron Judge,Heliot Ramos,26.4079647064209
Aaron Judge,Henry Davis,20.11593246459961
Aaron Judge,Heston Kjerstad,20.133434295654297
Aaron Judge,Hunter Feduccia,19.74435043334961
Aaron Judge,Hunter Goodman,24.854568481445312
Aaron Judge,Hunter Renfroe,17.128692626953125
Aaron Judge,Ian Happ,15.736677169799805
Aaron Judge,Ildemaro Vargas,15.455930709838867
Aaron Judge,Isaac Collins,20.400745391845703
Aaron Judge,Isaac Paredes,0.800756573677063
Aaron Judge,Isiah Kiner-falefa,20.814746856689453
Aaron Judge,Iván Herrera,16.914043426513672
Aaron Judge,J. d. Davis,18.962480545043945
Aaron Judge,J. d. Martinez,20.609542846679688
Aaron Judge,J. p. Crawford,14.900856018066406
Aaron Judge,J. p. Martínez,20.610286712646484
Aaron Judge,J. t. Realmuto,23.17930030822754
Aaron Judge,Jace Jung,19.67171859741211
Aaron Judge,Jace Peterson,19.591129302978516
Aaron Judge,Jack López,22.490833282470703
Aaron Judge,Jack Suwinski,22.337146759033203
Aaron Judge,Jackson Chourio,23.031883239746094
Aaron Judge,Jackson Holliday,23.57445526123047
Aaron Judge,Jackson Merrill,27.401893615722656
Aaron Judge,Jacob Amaya,22.528108596801758
Aaron Judge,Jacob Hurtubise,18.77446937561035
Aaron Judge,Jacob Stallings,15.839646339416504
Aaron Judge,Jacob Wilson,16.6351375579834
Aaron Judge,Jacob Young,16.649354934692383
